"Category","Region","City","Ship_Mode","Real_Days","Sched_Days","Delay_Days","Profit","Sales"
Computers,Western Europe,Bremen,Standard Class,3,4,-1,464.8099976,1500.0
Computers,Western Europe,Herne,Standard Class,3,4,-1,683.0999756,1500.0
Computers,Western Europe,La Rochelle,Standard Class,5,4,1,638.5499878,1500.0
Computers,Northern Europe,Hartlepool,Standard Class,5,4,1,705.5999756,1500.0
Computers,Northern Europe,Glasgow,Standard Class,2,4,-2,129.3600006,1500.0
Consumer Electronics,Southern Europe,Taranto,Standard Class,2,4,-2,86.73999786,252.8800049
Computers,Western Europe,Bonn,Standard Class,4,4,0,-2255.25,1500.0
Consumer Electronics,Southern Europe,Ponferrada,Standard Class,6,4,2,-194.2100067,252.8800049
Computers,Western Europe,Bonn,Standard Class,3,4,-1,112.3199997,1500.0
Consumer Electronics,Western Europe,Doetinchem,Standard Class,6,4,2,111.6699982,252.8800049
Consumer Electronics,Northern Europe,Preston,Standard Class,4,4,0,108.1100006,252.8800049
Consumer Electronics,Southern Europe,Barcelona,Standard Class,4,4,0,90.08999634,252.8800049
Consumer Electronics,Southern Europe,Rome,Standard Class,6,4,2,-65.09999847,252.8800049
Computers,Western Europe,Wuppertal,Standard Class,5,4,1,384.75,1500.0
Consumer Electronics,Western Europe,Aschaffenburg,Standard Class,2,4,-2,81.19999695,252.8800049
Consumer Electronics,Southern Europe,Oviedo,Standard Class,3,4,-1,85.37000275,252.8800049
Computers,Western Europe,Torcy,Standard Class,4,4,0,139.5,1500.0
Computers,Northern Europe,Bradford,Standard Class,4,4,0,641.5499878,1500.0
Computers,Western Europe,Nanterre,Standard Class,5,4,1,204.75,1500.0
Computers,Western Europe,Torcy,Standard Class,3,4,-1,477.75,1500.0
Consumer Electronics,Western Europe,Oosterhout,Standard Class,3,4,-1,23.01000023,252.8800049
Computers,Western Europe,Nanterre,Standard Class,4,4,0,364.5,1500.0
Computers,Western Europe,Charleroi,Standard Class,5,4,1,356.3999939,1500.0
Computers,Western Europe,Munich,Standard Class,6,4,2,594.0,1500.0
Computers,Northern Europe,Dubl�n,Standard Class,5,4,1,277.9700012,1500.0
Computers,Western Europe,Clamart,Standard Class,2,4,-2,417.6000061,1500.0
Computers,Southern Europe,Amadora,Standard Class,2,4,-2,624.75,1500.0
Computers,Western Europe,Angers,Standard Class,4,4,0,497.25,1500.0
Consumer Electronics,Southern Europe,Capannori,Standard Class,3,4,-1,15.93000031,252.8800049
Computers,Western Europe,Dreux,Standard Class,4,4,0,541.7999878,1500.0
Computers,Western Europe,Palaiseau,Standard Class,4,4,0,365.3999939,1500.0
Computers,Southern Europe,Madrid,Standard Class,3,4,-1,540.0,1500.0
Consumer Electronics,Western Europe,Koblenz,Standard Class,6,4,2,-11.93999958,252.8800049
Computers,Northern Europe,Runcorn,Standard Class,5,4,1,540.0,1500.0
Consumer Electronics,Southern Europe,Monza,Standard Class,3,4,-1,51.20999908,252.8800049
Consumer Electronics,Southern Europe,Capannori,Standard Class,4,4,0,-40.40000153,252.8800049
Computers,Western Europe,Duisburg,Standard Class,5,4,1,-824.6300049,1500.0
Consumer Electronics,Western Europe,Neunkirchen,Standard Class,6,4,2,55.0,252.8800049
Electronics,Western Europe,Marseille,Standard Class,2,4,-2,13.68000031,44.99000168
Electronics,Western Europe,Stuttgart,Standard Class,4,4,0,7.739999771,31.98999977
Electronics,Western Europe,Viena,Standard Class,2,4,-2,13.17000008,31.98999977
Electronics,Southern Europe,Cagliari,Standard Class,3,4,-1,10.02999973,31.98999977
Electronics,Western Europe,San Galo,Standard Class,2,4,-2,4.699999809,47.99000168
Electronics,Southern Europe,Ragusa,Standard Class,4,4,0,7.510000229,31.98999977
Computers,Western Europe,Forbach,Standard Class,3,4,-1,525.0,1500.0
Computers,Southern Europe,Valladolid,Standard Class,6,4,2,73.5,1500.0
Consumer Electronics,Northern Europe,Estocolmo,Standard Class,6,4,2,116.5299988,252.8800049
Computers,Northern Europe,Dubl�n,Standard Class,6,4,2,-314.1600037,1500.0
Computers,Western Europe,Wasquehal,Standard Class,4,4,0,52.79999924,1500.0
Electronics,Western Europe,Aix-en-Provence,Standard Class,6,4,2,3.880000114,31.98999977
Electronics,Western Europe,Viena,Standard Class,3,4,-1,1.889999986,27.98999977
Electronics,Western Europe,Aix-en-Provence,Standard Class,6,4,2,15.72000027,47.99000168
Electronics,Western Europe,Cologne,Second Class,5,2,3,44.09999847,155.9700012
Electronics,Western Europe,Reutlingen,Second Class,2,2,0,50.93999863,159.9499969
Electronics,Southern Europe,Milan,Second Class,5,2,3,18.36000061,159.9499969
Consumer Electronics,Western Europe,Berl�n,Standard Class,2,4,-2,119.4899979,252.8800049
Consumer Electronics,Northern Europe,Oldham,Standard Class,3,4,-1,44.68000031,252.8800049
Computers,Western Europe,Norderstedt,Standard Class,2,4,-2,675.0,1500.0
Computers,Western Europe,Hamm,Standard Class,4,4,0,-1716.0,1500.0
Consumer Electronics,Northern Europe,Dubl�n,Standard Class,3,4,-1,-342.1499939,252.8800049
Computers,Western Europe,Bremen,Standard Class,2,4,-2,496.8599854,1500.0
Computers,Western Europe,Velsen,Standard Class,4,4,0,529.2000122,1500.0
Computers,Western Europe,Hayange,Standard Class,3,4,-1,-2351.25,1500.0
Consumer Electronics,Western Europe,Heerlen,Standard Class,2,4,-2,-386.9100037,252.8800049
Consumer Electronics,Northern Europe,York,Standard Class,2,4,-2,68.86000061,252.8800049
Consumer Electronics,Western Europe,Wuppertal,Standard Class,4,4,0,80.61000061,252.8800049
Consumer Electronics,Western Europe,Strasbourg,Standard Class,4,4,0,99.12999725,252.8800049
Consumer Electronics,Southern Europe,Milan,Standard Class,5,4,1,-23.70999908,252.8800049
Electronics,Western Europe,La Rochelle,Standard Class,5,4,1,9.279999733,31.98999977
Computers,Northern Europe,Estocolmo,Standard Class,3,4,-1,382.2000122,1500.0
Computers,Western Europe,Velsen,Standard Class,3,4,-1,209.5200043,1500.0
Computers,Western Europe,Wels,Standard Class,3,4,-1,-283.5,1500.0
Computers,Southern Europe,Madrid,Standard Class,4,4,0,343.2000122,1500.0
Computers,Northern Europe,Helsinki,Standard Class,4,4,0,639.4500122,1500.0
Consumer Electronics,Southern Europe,Valladolid,Standard Class,2,4,-2,79.86000061,252.8800049
Computers,Western Europe,Nieuwegein,Standard Class,3,4,-1,324.0,1500.0
Electronics,Eastern Europe,Rybnik,Standard Class,6,4,2,8.210000038,31.98999977
Electronics,Northern Europe,Dubl�n,Standard Class,3,4,-1,-44.86999893,31.98999977
Electronics,Western Europe,Chaumont,Standard Class,2,4,-2,-20.98999977,31.98999977
Electronics,Western Europe,Sevran,Standard Class,2,4,-2,6.71999979,63.97999954
Electronics,Western Europe,Avignon,Standard Class,2,4,-2,-3.529999971,55.97999954
Electronics,Western Europe,Marseille,Standard Class,3,4,-1,27.82999992,63.97999954
Electronics,Western Europe,Saint-Brieuc,Standard Class,2,4,-2,41.02999878,95.98000336
Electronics,Western Europe,Greifswald,Standard Class,6,4,2,-13.84000015,51.99000168
Electronics,Northern Europe,Leeds,Standard Class,6,4,2,12.60000038,47.99000168
Electronics,Western Europe,Pulheim,Standard Class,4,4,0,14.07999992,63.97999954
Electronics,Northern Europe,Bradford,Standard Class,2,4,-2,21.5,55.97999954
Electronics,Western Europe,Jena,Standard Class,3,4,-1,9.180000305,63.97999954
Computers,Western Europe,Velsen,Standard Class,5,4,1,653.4000244,1500.0
Consumer Electronics,Western Europe,Doetinchem,Standard Class,2,4,-2,120.1900024,252.8800049
Computers,Western Europe,Zurich,Standard Class,6,4,2,-18.71999931,1500.0
Computers,Western Europe,Velsen,Standard Class,5,4,1,-354.3800049,1500.0
Computers,Western Europe,Dresden,Standard Class,4,4,0,621.0,1500.0
Computers,Northern Europe,Gateshead,Standard Class,4,4,0,352.3500061,1500.0
Consumer Electronics,Western Europe,Berl�n,Standard Class,3,4,-1,104.0899963,252.8800049
Consumer Electronics,Northern Europe,Dubl�n,Standard Class,4,4,0,76.19000244,252.8800049
Computers,Western Europe,Berl�n,Standard Class,5,4,1,-1920.0,1500.0
Computers,Western Europe,Lyon,Standard Class,4,4,0,300.0,1500.0
Computers,Western Europe,Duisburg,Standard Class,3,4,-1,375.6000061,1500.0
Consumer Electronics,Northern Europe,London,Standard Class,4,4,0,59.36000061,252.8800049
Electronics,Western Europe,Menton,Standard Class,2,4,-2,13.02999973,47.99000168
Electronics,Southern Europe,Madrid,Standard Class,6,4,2,0.0,51.99000168
Electronics,Western Europe,Bordeaux,Standard Class,6,4,2,24.45000076,95.97000122
Electronics,Eastern Europe,Oradea,Standard Class,2,4,-2,18.54000092,95.97000122
Electronics,Southern Europe,Valladolid,Standard Class,3,4,-1,44.45000076,143.9700012
Electronics,Western Europe,Duisburg,Standard Class,3,4,-1,15.55000019,95.97000122
Electronics,Northern Europe,Guildford,Standard Class,3,4,-1,38.00999832,143.9700012
Electronics,Western Europe,Brandenburgo,Standard Class,6,4,2,19.20000076,95.97000122
Electronics,Western Europe,Linz,Standard Class,5,4,1,-84.63999939,111.9599991
Electronics,Western Europe,Eragny,Standard Class,4,4,0,2.24000001,207.9600067
Electronics,Northern Europe,Stockton-on-Tees,Standard Class,6,4,2,47.22000122,191.9600067
Electronics,Eastern Europe,Liberec,Standard Class,2,4,-2,26.73999977,159.9499969
Electronics,Western Europe,Saint-Herblain,Standard Class,6,4,2,88.54000092,239.9499969
Electronics,Southern Europe,Palma de Mallorca,Standard Class,2,4,-2,33.59000015,159.9499969
Consumer Electronics,Northern Europe,London,First Class,2,1,1,-145.1499939,252.8800049
Consumer Electronics,Western Europe,Nice,First Class,2,1,1,73.97000122,252.8800049
Computers,Northern Europe,Blackpool,First Class,2,1,1,594.0,1500.0
Electronics,Western Europe,Saint-Priest,First Class,2,1,1,1.299999952,134.9700012
Electronics,Western Europe,Bressuire,First Class,2,1,1,55.93000031,127.9599991
Electronics,Eastern Europe,Praga,Standard Class,3,4,-1,31.5699997,103.9800034
Electronics,Western Europe,Saint-Genis-Laval,Standard Class,4,4,0,26.78000069,95.98000336
Electronics,Western Europe,Weimar,Standard Class,5,4,1,16.70000076,63.97999954
Electronics,Eastern Europe,Lviv,Standard Class,3,4,-1,41.43000031,103.9800034
Electronics,Southern Europe,Viterbo,Standard Class,6,4,2,6.0,63.97999954
Electronics,Western Europe,Boulogne-sur-Mer,Standard Class,5,4,1,12.96000004,63.97999954
Electronics,Western Europe,Hamburgo,Standard Class,3,4,-1,17.20000076,63.97999954
Electronics,Northern Europe,Basildon,Standard Class,2,4,-2,-24.57999992,95.98000336
Electronics,Western Europe,Ginebra,Standard Class,6,4,2,43.52999878,103.9800034
Electronics,Western Europe,Trier,Standard Class,4,4,0,25.90999985,63.97999954
Electronics,Western Europe,Helmond,Standard Class,3,4,-1,92.13999939,239.9499969
Electronics,Western Europe,Wels,Standard Class,6,4,2,60.31000137,259.9500122
Consumer Electronics,Western Europe,Wiesbaden,First Class,2,1,1,76.43000031,252.8800049
Computers,Western Europe,The Hague,First Class,2,1,1,-1188.0,1500.0
Electronics,Southern Europe,Zamora,First Class,2,1,1,21.95999908,191.9600067
Computers,Western Europe,Emden,Same Day,0,0,0,705.5999756,1500.0
Consumer Electronics,Southern Europe,Brescia,Same Day,1,0,1,38.33000183,252.8800049
Computers,Southern Europe,Lisbon,Second Class,3,2,1,705.0,1500.0
Consumer Electronics,Western Europe,Berl�n,Second Class,3,2,1,108.1100006,252.8800049
Electronics,Eastern Europe,Kaspiysk,Second Class,4,2,2,17.94000053,51.99000168
Consumer Electronics,Southern Europe,Brescia,Second Class,4,2,2,82.54000092,252.8800049
Computers,Western Europe,Hanover,Second Class,4,2,2,-2280.0,1500.0
Consumer Electronics,Northern Europe,Copenhagen,Second Class,5,2,3,115.0599976,252.8800049
Electronics,Western Europe,Pau,Second Class,3,2,1,26.20000076,111.9599991
Electronics,Western Europe,Villeneuve-Saint-Georges,Second Class,2,2,0,-70.83999634,127.9599991
Electronics,Eastern Europe,Vor�nezh,Second Class,3,2,1,43.0,191.9600067
Computers,Southern Europe,Barcelona,Standard Class,2,4,-2,-600.0,1500.0
Computers,Western Europe,Argenteuil,Standard Class,3,4,-1,169.5,1500.0
Computers,Southern Europe,Arezzo,Standard Class,4,4,0,-42.63000107,1500.0
Computers,Western Europe,Frankfurt,Standard Class,5,4,1,-1127.48999,1500.0
Computers,Western Europe,Velsen,Standard Class,6,4,2,356.25,1500.0
Consumer Electronics,Northern Europe,London,Standard Class,6,4,2,-70.55000305,252.8800049
Computers,Western Europe,Champigny-sur-Marne,Standard Class,6,4,2,376.6499939,1500.0
Consumer Electronics,Western Europe,Wuppertal,Standard Class,2,4,-2,106.9700012,252.8800049
Computers,Southern Europe,Madrid,Standard Class,3,4,-1,639.4500122,1500.0
Computers,Western Europe,Fontenay-aux-Roses,Standard Class,5,4,1,579.5999756,1500.0
Consumer Electronics,Northern Europe,Estocolmo,Standard Class,3,4,-1,-18.46999931,252.8800049
Computers,Western Europe,Fontenay-aux-Roses,Standard Class,4,4,0,510.4500122,1500.0
Consumer Electronics,Western Europe,Amberes,Standard Class,6,4,2,62.97000122,252.8800049
Consumer Electronics,Western Europe,Berl�n,Standard Class,2,4,-2,94.44999695,252.8800049
Consumer Electronics,Western Europe,Berl�n,Standard Class,5,4,1,-38.02999878,252.8800049
Electronics,Western Europe,Berl�n,Standard Class,5,4,1,1.909999967,27.98999977
Electronics,Southern Europe,Madrid,Standard Class,2,4,-2,-18.76000023,31.98999977
Electronics,Western Europe,Bayonne,Standard Class,6,4,2,3.599999905,31.98999977
Electronics,Western Europe,Dresden,Standard Class,6,4,2,5.46999979,31.98999977
Electronics,Western Europe,Dresden,Standard Class,2,4,-2,-38.25999832,134.9700012
Electronics,Southern Europe,Rome,Standard Class,5,4,1,52.40999985,155.9700012
Electronics,Northern Europe,London,Standard Class,4,4,0,41.95000076,95.97000122
Electronics,Southern Europe,Rome,Standard Class,5,4,1,29.21999931,95.97000122
Electronics,Western Europe,Cergy,Standard Class,5,4,1,62.13999939,155.9700012
Electronics,Western Europe,Hanover,Standard Class,3,4,-1,62.38999939,155.9700012
Electronics,Western Europe,Orsay,Standard Class,6,4,2,53.99000168,179.9600067
Electronics,Northern Europe,Dubl�n,Standard Class,5,4,1,52.13999939,191.9600067
Electronics,Northern Europe,Gothenburg,Standard Class,6,4,2,63.91999817,191.9600067
Electronics,Southern Europe,Fuengirola,Standard Class,5,4,1,13.51000023,159.9499969
Electronics,Northern Europe,Stoke-on-Trent,Standard Class,2,4,-2,11.88000011,159.9499969
Electronics,Southern Europe,Milan,Standard Class,3,4,-1,61.79999924,139.9499969
Electronics,Western Europe,Talence,Standard Class,3,4,-1,-237.9299927,159.9499969
Electronics,Western Europe,Viena,Standard Class,5,4,1,26.72999954,259.9500122
Electronics,Western Europe,Le Havre,Standard Class,5,4,1,88.69000244,239.9499969
Consumer Electronics,Western Europe,Cologne,First Class,2,1,1,99.12999725,252.8800049
Computers,Western Europe,Trier,First Class,2,1,1,468.0,1500.0
Consumer Electronics,Western Europe,Nice,First Class,2,1,1,65.84999847,252.8800049
Computers,Northern Europe,Gateshead,First Class,2,1,1,344.25,1500.0
Consumer Electronics,Western Europe,Sorgues,First Class,2,1,1,22.86000061,252.8800049
Electronics,Western Europe,Viena,First Class,2,1,1,14.51000023,31.98999977
Computers,Western Europe,Lyon,First Class,2,1,1,450.0,1500.0
Computers,Southern Europe,Vigo,First Class,2,1,1,99.5,1500.0
Electronics,Western Europe,La Rochelle,First Class,2,1,1,11.18999958,31.98999977
Computers,Western Europe,Munich,First Class,2,1,1,106.3099976,1500.0
Electronics,Eastern Europe,Slupsk,First Class,2,1,1,6.0,63.97999954
Electronics,Western Europe,Gelsenkirchen,First Class,2,1,1,2.849999905,95.98000336
Electronics,Western Europe,Nancy,First Class,2,1,1,19.21999931,155.9700012
Electronics,Northern Europe,Edinburgh,First Class,2,1,1,-40.8199997,127.9599991
Electronics,Western Europe,Almelo,First Class,2,1,1,59.68000031,207.9600067
Electronics,Northern Europe,Estocolmo,First Class,2,1,1,27.36000061,139.9499969
Electronics,Western Europe,Saint-Malo,First Class,2,1,1,28.71999931,159.9499969
Computers,Southern Europe,Vittoria,Same Day,0,0,0,446.4899902,1500.0
Consumer Electronics,Western Europe,Wattrelos,Same Day,0,0,0,17.79999924,252.8800049
Consumer Electronics,Northern Europe,London,Same Day,0,0,0,-406.25,252.8800049
Electronics,Northern Europe,Cork,Same Day,0,0,0,-2.279999971,31.98999977
Computers,Western Europe,Sarcelles,Second Class,2,2,0,534.5999756,1500.0
Computers,Northern Europe,Aylesbury,Second Class,6,2,4,600.2999878,1500.0
Consumer Electronics,Northern Europe,Edinburgh,Second Class,2,2,0,59.47999954,252.8800049
Computers,Southern Europe,Rome,Second Class,6,2,4,103.9499969,1500.0
Consumer Electronics,Southern Europe,Capannori,Second Class,2,2,0,78.36000061,252.8800049
Consumer Electronics,Western Europe,Bressuire,Second Class,5,2,3,94.16999817,252.8800049
Computers,Northern Europe,Southport,Second Class,6,2,4,455.4200134,1500.0
Computers,Western Europe,Pontault-Combault,Second Class,5,2,3,585.9000244,1500.0
Consumer Electronics,Western Europe,Melun,Second Class,6,2,4,59.16999817,252.8800049
Consumer Electronics,Western Europe,Pontault-Combault,Second Class,5,2,3,4.449999809,252.8800049
Consumer Electronics,Western Europe,Wilhelmshaven,Second Class,4,2,2,-37.93000031,252.8800049
Computers,Southern Europe,Ravenna,Second Class,3,2,1,376.6499939,1500.0
Computers,Southern Europe,Latina,Second Class,4,2,2,385.9500122,1500.0
Electronics,Northern Europe,Oslo,Second Class,5,2,3,27.22999954,103.9800034
Electronics,Eastern Europe,Lviv,Second Class,2,2,0,32.79999924,83.97000122
Electronics,Eastern Europe,Sterlitamak,Second Class,6,2,4,-25.44000053,143.9700012
Electronics,Southern Europe,Palma de Mallorca,Second Class,5,2,3,39.29999924,155.9700012
Electronics,Western Europe,Essen,Second Class,6,2,4,29.87000084,95.97000122
Electronics,Western Europe,Viena,Second Class,3,2,1,58.83000183,155.9700012
Electronics,Western Europe,Pantin,Second Class,3,2,1,32.75,155.9700012
Electronics,Western Europe,Paris,Second Class,2,2,0,49.13000107,224.9499969
Electronics,Northern Europe,Dubl�n,Second Class,5,2,3,15.11999989,159.9499969
Electronics,Northern Europe,Oslo,Second Class,2,2,0,-107.3399963,139.9499969
Electronics,Southern Europe,Turin,Second Class,2,2,0,49.38000107,159.9499969
Electronics,Eastern Europe,V�nnytsia,Second Class,3,2,1,3.880000114,159.9499969
Computers,Northern Europe,Estocolmo,Standard Class,2,4,-2,720.0,1500.0
Computers,Southern Europe,Rome,Standard Class,6,4,2,525.0,1500.0
Computers,Northern Europe,Blackpool,Standard Class,3,4,-1,698.4000244,1500.0
Computers,Western Europe,Hanover,Standard Class,5,4,1,698.4000244,1500.0
Consumer Electronics,Western Europe,Halle,Standard Class,5,4,1,116.5299988,252.8800049
Computers,Northern Europe,High Wycombe,Standard Class,2,4,-2,-174.3800049,1500.0
Consumer Electronics,Western Europe,Lille,Standard Class,3,4,-1,66.0,252.8800049
Computers,Western Europe,Dreux,Standard Class,5,4,1,599.25,1500.0
Consumer Electronics,Western Europe,Wilhelmshaven,Standard Class,2,4,-2,18.46999931,252.8800049
Computers,Northern Europe,Estocolmo,Standard Class,3,4,-1,483.75,1500.0
Consumer Electronics,Northern Europe,London,Standard Class,2,4,-2,64.11000061,252.8800049
Computers,Western Europe,Cologne,Standard Class,3,4,-1,-824.6300049,1500.0
Electronics,Southern Europe,Foligno,Standard Class,5,4,1,0.589999974,51.99000168
Electronics,Western Europe,Leipzig,Standard Class,2,4,-2,22.71999931,51.99000168
Electronics,Eastern Europe,Nizhyn,Standard Class,4,4,0,-0.730000019,31.98999977
Electronics,Western Europe,Marseille,Standard Class,4,4,0,4.539999962,31.98999977
Electronics,Eastern Europe,Briansk,Standard Class,3,4,-1,4.559999943,31.98999977
Consumer Electronics,Northern Europe,Northwich,Standard Class,6,4,2,-56.90000153,252.8800049
Computers,Western Europe,Hanover,Standard Class,6,4,2,-1286.25,1500.0
Computers,Northern Europe,London,Standard Class,5,4,1,125.4000015,1500.0
Consumer Electronics,Western Europe,Viena,Standard Class,2,4,-2,105.6999969,252.8800049
Computers,Western Europe,Paris,Standard Class,2,4,-2,490.0499878,1500.0
Computers,Western Europe,Dreux,Standard Class,6,4,2,489.3800049,1500.0
Computers,Western Europe,Den Helder,Standard Class,5,4,1,327.6000061,1500.0
Consumer Electronics,Northern Europe,Crawley,Standard Class,6,4,2,78.70999908,252.8800049
Computers,Western Europe,Viena,Standard Class,4,4,0,-93.37999725,1500.0
Computers,Southern Europe,Madrid,Standard Class,5,4,1,338.25,1500.0
Computers,Southern Europe,Venice,Standard Class,5,4,1,369.0,1500.0
Computers,Western Europe,Pulheim,Standard Class,2,4,-2,399.75,1500.0
Computers,Western Europe,Vaulx-en-Velin,Standard Class,2,4,-2,240.0,1500.0
Electronics,Western Europe,Kaiserslautern,Standard Class,3,4,-1,6.769999981,27.98999977
Computers,Southern Europe,Pescara,Standard Class,2,4,-2,-208.0700073,1500.0
Consumer Electronics,Western Europe,Langen,Standard Class,3,4,-1,-34.13999939,252.8800049
Electronics,Western Europe,Villemomble,Standard Class,2,4,-2,14.57999992,44.99000168
Computers,Northern Europe,West Bromwich,Same Day,0,0,0,-1069.969971,1500.0
Electronics,Eastern Europe,Praga,Same Day,0,0,0,-6.960000038,31.98999977
Computers,Western Europe,Sarcelles,Second Class,6,2,4,441.0,1500.0
Consumer Electronics,Western Europe,Halle,Second Class,6,2,4,-176.0899963,252.8800049
Consumer Electronics,Northern Europe,Nottingham,Second Class,2,2,0,57.34999847,252.8800049
Electronics,Eastern Europe,Chisin�u,Second Class,5,2,3,20.45999908,83.97000122
Electronics,Western Europe,Marignane,Second Class,6,2,4,39.93000031,191.9600067
Consumer Electronics,Western Europe,Wuppertal,Standard Class,5,4,1,77.0,252.8800049
Computers,Western Europe,Nieuwegein,Standard Class,2,4,-2,-900.0,1500.0
Consumer Electronics,Southern Europe,Porto,Standard Class,5,4,1,42.99000168,252.8800049
Computers,Western Europe,Munich,Standard Class,2,4,-2,351.0,1500.0
Consumer Electronics,Southern Europe,Madrid,Standard Class,2,4,-2,106.8199997,252.8800049
Consumer Electronics,Western Europe,Cagnes-sur-Mer,Standard Class,2,4,-2,63.3199997,252.8800049
Electronics,Southern Europe,Benevento,Standard Class,6,4,2,-24.72999954,44.99000168
Consumer Electronics,Western Europe,Neunkirchen,Standard Class,5,4,1,-53.86000061,252.8800049
Computers,Southern Europe,Palermo,Standard Class,2,4,-2,588.0,1500.0
Consumer Electronics,Northern Europe,Estocolmo,Standard Class,2,4,-2,14.72000027,252.8800049
Computers,Southern Europe,Elx,Standard Class,2,4,-2,323.0100098,1500.0
Computers,Southern Europe,Palermo,Standard Class,4,4,0,166.7299957,1500.0
Consumer Electronics,Western Europe,Paris,Standard Class,5,4,1,-26.87000084,252.8800049
Consumer Electronics,Western Europe,Le Havre,Standard Class,4,4,0,72.65000153,252.8800049
Computers,Western Europe,Palaiseau,Standard Class,3,4,-1,286.3500061,1500.0
Electronics,Western Europe,Cologne,Standard Class,2,4,-2,31.75,95.98000336
Electronics,Southern Europe,Naples,Standard Class,2,4,-2,27.96999931,63.97999954
Electronics,Western Europe,Berl�n,Standard Class,3,4,-1,29.87999916,134.9700012
Electronics,Northern Europe,Helsinki,Standard Class,3,4,-1,6.110000134,95.97000122
Electronics,Western Europe,Noisy-le-Grand,Same Day,0,0,0,12.81000042,134.9700012
Computers,Northern Europe,Rotherham,Second Class,3,2,1,690.9000244,1500.0
Computers,Northern Europe,Dudley,Second Class,4,2,2,269.3299866,1500.0
Computers,Western Europe,Charleroi,Second Class,3,2,1,697.5,1500.0
Consumer Electronics,Western Europe,Laon,Second Class,2,2,0,43.72000122,252.8800049
Electronics,Eastern Europe,Berdyans'k,Second Class,3,2,1,-35.43999863,51.99000168
Electronics,Western Europe,Paris,Second Class,3,2,1,4.929999828,47.99000168
Electronics,Northern Europe,Sandnes,Second Class,3,2,1,11.39999962,63.97999954
Electronics,Western Europe,Paris,Second Class,3,2,1,-13.42000008,83.97000122
Electronics,Southern Europe,Bilbao,Second Class,5,2,3,-9.289999962,134.9700012
Electronics,Western Europe,Berl�n,Second Class,4,2,2,5.639999866,95.97000122
Electronics,Northern Europe,Hartlepool,Second Class,6,2,4,-93.34999847,179.9600067
Electronics,Eastern Europe,Constanza,Second Class,6,2,4,53.99000168,179.9600067
Electronics,Eastern Europe,Sofia,Second Class,6,2,4,72.11000061,159.9499969
Electronics,Southern Europe,Madrid,Second Class,4,2,2,72.29000092,239.9499969
Electronics,Western Europe,Metz,Standard Class,3,4,-1,-36.18000031,31.98999977
Consumer Electronics,Southern Europe,Elx,Standard Class,2,4,-2,12.39000034,252.8800049
Computers,Western Europe,Bayonne,Standard Class,5,4,1,-324.0,1500.0
Consumer Electronics,Western Europe,Duisburg,Standard Class,3,4,-1,-36.04000092,252.8800049
Consumer Electronics,Western Europe,Pessac,Standard Class,2,4,-2,8.890000343,252.8800049
Consumer Electronics,Southern Europe,Barcelona,Standard Class,3,4,-1,-27.0,252.8800049
Computers,Western Europe,Champigny-sur-Marne,Standard Class,2,4,-2,460.6900024,1500.0
Computers,Western Europe,Paris,Standard Class,6,4,2,429.0,1500.0
Consumer Electronics,Western Europe,Amberes,Standard Class,3,4,-1,67.27999878,252.8800049
Computers,Southern Europe,Madrid,Standard Class,3,4,-1,239.3999939,1500.0
Consumer Electronics,Western Europe,Bochum,Standard Class,5,4,1,18.25,252.8800049
Computers,Southern Europe,Oviedo,Standard Class,4,4,0,150.0,1500.0
Computers,Western Europe,Pulheim,Standard Class,6,4,2,-3000.0,1500.0
Computers,Western Europe,Emden,Standard Class,6,4,2,324.0,1500.0
Computers,Western Europe,Bonneuil-sur-Marne,Standard Class,6,4,2,183.3800049,1500.0
Electronics,Eastern Europe,Cheli�binsk,Standard Class,4,4,0,3.400000095,44.99000168
Electronics,Western Europe,Nuremberg,Standard Class,5,4,1,11.42000008,27.98999977
Electronics,Western Europe,Clermont-Ferrand,Standard Class,5,4,1,15.43999958,51.99000168
Electronics,Western Europe,Saint-Avold,Standard Class,4,4,0,18.71999931,47.99000168
Electronics,Northern Europe,London,Standard Class,5,4,1,31.73999977,95.97000122
Electronics,Southern Europe,Madrid,Standard Class,4,4,0,42.43000031,134.9700012
Electronics,Western Europe,Herford,Standard Class,4,4,0,20.87000084,95.97000122
Electronics,Eastern Europe,Bud�nnovsk,Standard Class,4,4,0,-61.83000183,95.97000122
Electronics,Northern Europe,Kilwinning,Standard Class,2,4,-2,-16.37999916,155.9700012
Electronics,Western Europe,Mulhouse,Standard Class,6,4,2,51.5699997,111.9599991
Electronics,Western Europe,Cologne,Standard Class,6,4,2,27.63999939,127.9599991
Electronics,Western Europe,Marseille,Standard Class,5,4,1,19.20000076,191.9600067
Electronics,Western Europe,Saint-Michel-sur-Orge,Standard Class,5,4,1,-323.0700073,191.9600067
Electronics,Western Europe,Oyonnax,Standard Class,4,4,0,59.25,127.9599991
Electronics,Western Europe,Hamburgo,Standard Class,2,4,-2,12.72000027,127.9599991
Electronics,Western Europe,Bochum,Standard Class,5,4,1,-15.93000031,127.9599991
Electronics,Western Europe,Montpellier,Standard Class,6,4,2,32.27999878,127.9599991
Electronics,Eastern Europe,J�rkov,Standard Class,6,4,2,14.68999958,55.97999954
Electronics,Eastern Europe,Sofia,Standard Class,3,4,-1,30.10000038,63.97999954
Electronics,Eastern Europe,Vor�nezh,Standard Class,6,4,2,9.760000229,95.98000336
Electronics,Western Europe,Rotterdam,Standard Class,4,4,0,-122.3700027,95.98000336
